Country/Region,confirmed,deaths,recovered,Last Update
US,123781,2229,3238,03/29/2020 11:03
Italy,92472,10023,12384,03/29/2020 11:03
China,81439,3300,75448,03/29/2020 11:03
Spain,73235,5982,12285,03/29/2020 11:03
Germany,58247,455,8481,03/29/2020 11:03
France,37575,2314,5700,03/29/2020 11:03
Iran,35408,2517,11679,03/29/2020 11:03
United Kingdom,17089,1019,135,03/29/2020 11:03
Switzerland,14352,282,1595,03/29/2020 11:03
Belgium,10836,431,1359,03/29/2020 11:03
Netherlands,9762,639,3,03/29/2020 11:03
South Korea,9583,152,5033,03/29/2020 11:03
Austria,8395,86,479,03/29/2020 11:03
Turkey,7402,108,70,03/29/2020 11:03
Canada,5655,60,508,03/29/2020 11:03
Portugal,5170,100,43,03/29/2020 11:03
Norway,4054,23,7,03/29/2020 11:03
Australia,3969,16,226,03/29/2020 11:03
Brazil,3904,114,6,03/29/2020 11:03
Israel,3865,13,89,03/29/2020 11:03
Sweden,3447,105,16,03/29/2020 11:03
Czechia,2669,13,11,03/29/2020 11:03
Malaysia,2470,34,388,03/29/2020 11:03
Ireland,2415,36,5,03/29/2020 11:03
Denmark,2201,65,1,03/29/2020 11:03
Chile,1909,6,61,03/29/2020 11:03
Luxembourg,1831,18,40,03/29/2020 11:03
Ecuador,1823,48,3,03/29/2020 11:03
Poland,1717,19,7,03/29/2020 11:03
Japan,1693,52,404,03/29/2020 11:03
Russia,1534,8,64,03/29/2020 11:03
Pakistan,1526,13,29,03/29/2020 11:03
Romania,1452,37,139,03/29/2020 11:03
Philippines,1418,71,42,03/29/2020 11:03
Thailand,1388,7,97,03/29/2020 11:03
Indonesia,1285,114,64,03/29/2020 11:03
Finland,1221,9,10,03/29/2020 11:03
Saudi Arabia,1203,4,37,03/29/2020 11:03
South Africa,1187,1,31,03/29/2020 11:03
Greece,1061,32,52,03/29/2020 11:03
India,987,25,87,03/29/2020 11:03
Iceland,963,2,114,03/29/2020 11:03
Panama,901,17,4,03/29/2020 11:03
Mexico,848,16,4,03/29/2020 11:03
Singapore,802,3,198,03/29/2020 11:03
Argentina,745,19,72,03/29/2020 11:03
Slovenia,730,11,10,03/29/2020 11:03
Dominican Republic,719,28,3,03/29/2020 11:03
Diamond Princess,712,10,597,03/29/2020 11:03
Estonia,679,3,20,03/29/2020 11:03
Peru,671,16,16,03/29/2020 11:03
Serbia,659,11,42,03/29/2020 11:03
Croatia,657,5,45,03/29/2020 11:03
Colombia,608,6,10,03/29/2020 11:03
Qatar,590,1,45,03/29/2020 11:03
Hong Kong,582,4,112,03/29/2020 11:03
Egypt,576,36,121,03/29/2020 11:03
Iraq,547,42,143,03/29/2020 11:03
New Zealand,514,1,56,03/29/2020 11:03
Bahrain,476,4,265,03/29/2020 11:03
UAE,468,2,55,03/29/2020 11:03
Algeria,454,29,31,03/29/2020 11:03
Morocco,437,26,12,03/29/2020 11:03
Lithuania,437,7,1,03/29/2020 11:03
Armenia,424,3,30,03/29/2020 11:03
Ukraine,418,9,5,03/29/2020 11:03
Lebanon,412,8,30,03/29/2020 11:03
Hungary,408,13,34,03/29/2020 11:03
Latvia,347,0,1,03/29/2020 11:03
Bulgaria,338,8,11,03/29/2020 11:03
Bosnia and Herzegovina,323,6,8,03/29/2020 11:03
Andorra,308,3,1,03/29/2020 11:03
Uruguay,304,1,0,03/29/2020 11:03
Taiwan,298,2,30,03/29/2020 11:03
Costa Rica,295,2,3,03/29/2020 11:03
Slovakia,292,0,2,03/29/2020 11:03
Tunisia,278,8,2,03/29/2020 11:03
Kazakhstan,251,1,18,03/29/2020 11:03
Jordan,246,1,18,03/29/2020 11:03
North Macedonia,241,4,3,03/29/2020 11:03
Kuwait,235,0,67,03/29/2020 11:03
Moldova,231,2,2,03/29/2020 11:03
San Marino,224,22,6,03/29/2020 11:03
Albania,212,10,33,03/29/2020 11:03
Burkina Faso,207,11,21,03/29/2020 11:03
Réunion,183,0,1,03/29/2020 11:03
Azerbaijan,182,4,15,03/29/2020 11:03
Cyprus,179,5,15,03/29/2020 11:03
Vietnam,179,0,21,03/29/2020 11:03
Oman,167,0,23,03/29/2020 11:03
Faeroe Islands,159,0,70,03/29/2020 11:03
Malta,149,0,2,03/29/2020 11:03
Ghana,141,5,2,03/29/2020 11:03
Uzbekistan,133,2,7,03/29/2020 11:03
Senegal,130,0,18,03/29/2020 11:03
Brunei,120,1,25,03/29/2020 11:03
Cuba,119,3,4,03/29/2020 11:03
Venezuela,119,2,39,03/29/2020 11:03
Sri Lanka,115,1,10,03/29/2020 11:03
Afghanistan,110,4,2,03/29/2020 11:03
Honduras,110,1,3,03/29/2020 11:03
Palestine,104,1,18,03/29/2020 11:03
Cambodia,103,0,21,03/29/2020 11:03
Mauritius,102,2,0,03/29/2020 11:03
Guadeloupe,102,2,17,03/29/2020 11:03
Ivory Coast,101,0,3,03/29/2020 11:03
Channel Islands,100,1,0,03/29/2020 11:03
Nigeria,97,1,3,03/29/2020 11:03
Belarus,94,0,32,03/29/2020 11:03
Martinique,93,1,0,03/29/2020 11:03
Cameroon,91,2,2,03/29/2020 11:03
Georgia,90,0,18,03/29/2020 11:03
Montenegro,84,1,0,03/29/2020 11:03
Kyrgyzstan,84,0,0,03/29/2020 11:03
Bolivia,81,0,0,03/29/2020 11:03
Trinidad and Tobago,76,3,1,03/29/2020 11:03
DRC,65,6,2,03/29/2020 11:03
Mayotte,63,0,0,03/29/2020 11:03
Rwanda,60,0,0,03/29/2020 11:03
Paraguay,56,3,1,03/29/2020 11:03
Liechtenstein,56,0,0,03/29/2020 11:03
Gibraltar,56,0,14,03/29/2020 11:03
Bangladesh,48,5,15,03/29/2020 11:03
Aruba,46,0,1,03/29/2020 11:03
Monaco,43,1,1,03/29/2020 11:03
Madagascar,39,0,0,03/29/2020 11:03
Kenya,38,1,1,03/29/2020 11:03
Isle of Man,37,0,0,03/29/2020 11:03
Macao,34,0,10,03/29/2020 11:03
Guatemala,34,1,10,03/29/2020 11:03
Jamaica,32,1,2,03/29/2020 11:03
Uganda,30,0,0,03/29/2020 11:03
French Polynesia,30,0,0,03/29/2020 11:03
French Guiana,28,0,6,03/29/2020 11:03
Zambia,28,0,0,03/29/2020 11:03
Barbados,26,0,0,03/29/2020 11:03
Togo,25,1,1,03/29/2020 11:03
El Salvador,24,0,0,03/29/2020 11:03
Ethiopia,19,0,1,03/29/2020 11:03
Mali,18,1,0,03/29/2020 11:03
Niger,18,1,0,03/29/2020 11:03
Maldives,17,0,11,03/29/2020 11:03
Bermuda,17,0,2,03/29/2020 11:03
Haiti,15,0,1,03/29/2020 11:03
New Caledonia,15,0,0,03/29/2020 11:03
Djibouti,14,0,0,03/29/2020 11:03
Tanzania,14,0,1,03/29/2020 11:03
Equatorial Guinea,12,0,0,03/29/2020 11:03
Mongolia,12,0,0,03/29/2020 11:03
Dominica,11,0,0,03/29/2020 11:03
Namibia,11,0,2,03/29/2020 11:03
Saint Martin,11,0,0,03/29/2020 11:03
Bahamas,10,0,1,03/29/2020 11:03
Greenland,10,0,2,03/29/2020 11:03
Eswatini,9,0,0,03/29/2020 11:03
Grenada,9,0,0,03/29/2020 11:03
Curaçao,8,1,2,03/29/2020 11:03
Guinea,8,0,0,03/29/2020 11:03
Laos,8,0,0,03/29/2020 11:03
Mozambique,8,0,0,03/29/2020 11:03
Myanmar,8,0,0,03/29/2020 11:03
Seychelles,8,0,0,03/29/2020 11:03
Suriname,8,0,0,03/29/2020 11:03
Cayman Islands,8,1,0,03/29/2020 11:03
Guyana,8,1,0,03/29/2020 11:03
Antigua and Barbuda,7,0,0,03/29/2020 11:03
Zimbabwe,7,1,0,03/29/2020 11:03
Gabon,7,1,0,03/29/2020 11:03
Cabo Verde,6,1,0,03/29/2020 11:03
Benin,6,0,0,03/29/2020 11:03
Eritrea,6,0,0,03/29/2020 11:03
Vatican City,6,0,0,03/29/2020 11:03
Mauritania,5,0,0,03/29/2020 11:03
Montserrat,5,0,0,03/29/2020 11:03
Syria,5,0,0,03/29/2020 11:03
Fiji,5,0,0,03/29/2020 11:03
Sudan,5,1,0,03/29/2020 11:03
Angola,5,0,0,03/29/2020 11:03
St. Barth,5,0,0,03/29/2020 11:03
Nepal,5,0,1,03/29/2020 11:03
Nicaragua,4,1,0,03/29/2020 11:03
Congo,4,0,0,03/29/2020 11:03
Turks and Caicos,4,0,0,03/29/2020 11:03
Bhutan,4,0,0,03/29/2020 11:03
Libya,3,0,0,03/29/2020 11:03
Sint Maarten,3,0,0,03/29/2020 11:03
Somalia,3,0,0,03/29/2020 11:03
Liberia,3,0,0,03/29/2020 11:03
Chad,3,0,0,03/29/2020 11:03
CAR,3,0,0,03/29/2020 11:03
Gambia,3,1,0,03/29/2020 11:03
Saint Lucia,3,0,1,03/29/2020 11:03
MS Zaandam,2,0,0,03/29/2020 11:03
Anguilla,2,0,0,03/29/2020 11:03
Belize,2,0,0,03/29/2020 11:03
British Virgin Islands,2,0,0,03/29/2020 11:03
Guinea-Bissau,2,0,0,03/29/2020 11:03
Saint Kitts and Nevis,2,0,0,03/29/2020 11:03
Papua New Guinea,1,0,0,03/29/2020 11:03
St. Vincent Grenadines,1,0,1,03/29/2020 11:03
Timor-Leste,1,0,0,03/29/2020 11:03
